name,category,freq_overall,users_count,f_n_per_user,f_n_by_user,importance,importance_b,crate,first_tag,last_tag
columns,filters,701,8,0.029163782278381036,██▆▄▁▂▃▃▁▁▁▁▂▁▁,0.14791456718069718,█▊          ,nu-command,0.60.0,0.84.0
commandline,core,141,3,0.07645923243144562,▁▁▁▁▁▁▁▁▁▁█▁▁▁▁,0.1466626825226826,█▊          ,nu-cli,0.69.0,0.84.0
from tsv,formats,168,4,0.056621904599630936,▁▁▁▁▁▁▁▁▁▁█▁▁▁▁,0.1457358043872923,█▊          ,nu-command,0.14.0,0.84.0
to yaml,formats,1105,2,0.11243435105589095,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.1452140160612147,█▊          ,nu-command,0.14.0,0.84.0
mut,core,339,6,0.037277940288023184,▃▂▃▅▁▂▁▁▁▁▁▁█▁▁,0.14482569097781506,█▊          ,nu-cmd-lang,0.72.0,0.84.0
reverse,filters,325,4,0.05520666452599948,▂▂▂▁▁▁▁▁▁▁█▁▁▁▁,0.14390297746199307,█▊          ,nu-command,0.11.0,0.84.0
to,formats,261,9,0.02438609098415203,▁▁▃█▂▄▄▇█▁▁▁▁▁▁,0.14346183432883394,█▊          ,nu-command,0.14.0,0.84.0
config nu,env,593,4,0.054839880423492894,▆▆▁▃▁▁▁▁▁▁█▁▁▁▁,0.14342414682655827,█▊          ,nu-command,0.63.0,0.84.0
rename,filters,631,7,0.031232865073158183,▇█▆▁▁▃▂▁▄▁▁▁▄▁▁,0.14318547428517572,█▊          ,nu-command,0.11.0,0.84.0
input,platform,364,6,0.036427014576268485,▁▁▂▁▁▂█▁▁▁▁▁▁▁▁,0.14316321569270563,█▊          ,nu-command,0.60.0,0.84.0
date now,date,640,6,0.03634858729962732,█▇▆▁▁▂▁▁▁▁▆▁▂▁▁,0.14300901761775614,█▊          ,nu-command,0.19.0,0.84.0
start,filesystem,280,6,0.036344092200299286,▂▂▂▁▁▃▁█▃▁▁▁▁▁▁,0.1430001746383943,█▊          ,nu-command,0.74.0,0.84.0
path expand,path,292,7,0.029897941749409046,▂▂▃▂▁▆▁▁█▁▁▁▂▁▁,0.14009211616700534,█▋          ,nu-command,0.18.1,0.84.0
error make,core,112,6,0.03417856009763917,▁▁▂▂▁▁▁▁▁▁▅▁█▁▁,0.13867447688802378,█▋          ,nu-cmd-lang,0.37.0,0.84.0
fmt,conversions,83,5,0.0407248935696664,▁▁▂▅▁▁▁▁▁▁▁▃▁█▁,0.13818439805336621,█▋          ,nu-cmd-extra,0.60.0,0.84.0
path join,path,199,8,0.025071020314944032,▂▁▃▅▁▇▁▁▃▁█▁▄▁▁,0.13714343652489672,█▋          ,nu-command,0.28.0,0.84.0
into datetime,conversions,581,4,0.050051171187351244,▄▄█▁▁▁▁▂▁▁▁▁▁▁▁,0.13701911171987932,█▋          ,nu-command,0.60.0,0.84.0
prepend,filters,200,6,0.03296528174417457,▂▂▂▁▁▂▁▁▁▁▁▁▁█▁,0.13619088781292932,█▋          ,nu-command,0.11.0,0.84.0
par-each,filters,850,3,0.0646357913153623,▇█▁▁▁▁▁▁▁▁▁▁▃▁▁,0.1348469699843145,█▋          ,nu-command,0.60.0,0.84.0
size,strings,208,7,0.026697281942350094,▁▁█▇▁▂▂▁▁▁▁▅▁▁▁,0.13238127935557817,█▋          ,nu-command,0.11.0,0.84.0
ignore,core,61,5,0.03609206879882777,▁▁▁▁▁▂▁▁▁▁▁▁▁█▁,0.13008730612404226,█▌          ,nu-cmd-lang,0.33.0,0.84.0
reduce,filters,598,5,0.03590099559804709,██▆▁▁▃▁▁▁▁▁▁▄▁▁,0.12974250484711364,█▌          ,nu-command,0.18.1,0.84.0
str substring,strings,442,5,0.035489243375584345,▅▅▂▁▁▁▁▁▁▁█▁▂▁▁,0.1289963441418742,█▌          ,nu-command,0.15.0,0.84.0
dfr into-nu,dataframe,869,2,0.08842131113189092,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.12877676261034177,█▌          ,nu-cmd-dataframe,0.76.0,0.84.0
http,network,175,4,0.04399300621939248,▁▁▂▁▁▄▁█▁▁▁▁▁▁▁,0.12845938709561777,█▌          ,nu-command,0.75.0,0.84.0
str trim,strings,329,6,0.028679053000642264,▃▂█▃▁▄▁▁▁▁▁▁▂▁▁,0.1270287598943158,█▌          ,nu-command,0.15.0,0.84.0
to json,formats,394,5,0.034323423525590334,▄▄▆▁▁▂▁█▁▁▁▁▁▁▁,0.12685989034208947,█▌          ,nu-command,0.14.0,0.84.0
format,strings,133,4,0.04150185217126676,▁▁▅▁▁▃▁▁▁▁█▁▁▁▁,0.12476930762829723,█▌          ,nu-cmd-extra,0.11.0,0.84.0
drop,filters,252,5,0.032860037535693574,▂▂▁█▁▁▁▁▂▁▁▁▁▁▁,0.12412608554344118,█▌          ,nu-command,0.14.0,0.84.0
from csv,formats,307,5,0.032179529387552044,▂▃▂▁▁▁▂█▁▁▁▁▁▁▁,0.12283407967371147,█▌          ,nu-command,0.14.0,0.84.0
path parse,path,211,7,0.02227499422433903,▂▂▃▃▁▃▁▁▁▁█▁▂▁▁,0.12092103337186055,█▌          ,nu-command,0.30.0,0.84.0
to nuon,formats,209,6,0.025918130561937733,▂▂▂▁▁▂▁▁▁▁█▁▁▁▁,0.1207595515890686,█▌          ,nu-command,0.60.0,0.84.0
dfr filter,lazyframe,366,3,0.05167007312639959,▄▄▁▁▁▁▁▁▁▁▁█▁▁▁,0.12056581752452791,█▌          ,nu-cmd-dataframe,0.76.0,0.84.0
str collect,,138,2,0.07688711114795548,▁▁▂█▁▁▁▁▁▁▁▁▁▁▁,0.12008418074616786,█▌          ,nu-command,0.16.0,0.83.1
insert,filters,361,6,0.025576869521995556,▆▆▁▇▁▁▅▁▁▁▁▁█▁▁,0.11996190370083272,█▌          ,nu-command,0.11.0,0.84.0
dfr with-column,dataframe or lazyframe,754,2,0.07672194664597154,▇█▁▁▁▁▁▁▁▁▁▁▁▁▁,0.1199551324151546,█▌          ,nu-cmd-dataframe,0.60.0,0.84.0
dfr filter-with,dataframe or lazyframe,559,3,0.050804795139842374,▇█▁▁▁▁▁▁▁▁▁▆▁▁▁,0.11955204503734225,█▍          ,nu-cmd-dataframe,0.60.0,0.84.0
into binary,conversions,222,4,0.03658767732744068,▂▂█▁▁▁▁▁▁▁▁▅▁▁▁,0.11714977146043733,█▍          ,nu-command,0.31.0,0.84.0
into record,conversions,270,6,0.023794427442091825,▄▄▇▁▁▄▁▁▁█▁▁▃▁▁,0.11570637417278397,█▍          ,nu-command,0.72.0,0.84.0
dfr select,lazyframe,696,2,0.07081811774196621,██▁▁▁▁▁▁▁▁▁▁▁▁▁,0.11524742151366796,█▍          ,nu-cmd-dataframe,0.63.0,0.84.0
items,filters,413,5,0.027111787302012795,▆▇▂▁▁▃▁█▁▁▁▁▁▁▁,0.11274780777995917,█▍          ,nu-command,0.79.0,0.84.0
module,core,113,3,0.043376048526800624,▁▁▁█▁▁▁▁▁▁▁▁▁▁▁,0.11046625992782658,█▍          ,nu-cmd-lang,0.60.0,0.84.0
du,core,91,6,0.021474062612271066,▁▁▂▃▁▁▂▁▁▁█▁▁▁▁,0.10992001085270886,█▍          ,nu-command,0.60.0,0.84.0
dfr as,expression,527,3,0.04281987284979962,██▁▄▁▁▁▁▁▁▁▁▁▁▁,0.10975576570067956,█▍          ,nu-cmd-dataframe,0.63.0,0.84.0
exec,system,54,4,0.03194084415260984,▁▁▁▁▁▂▁▁▁▁▁▁▁█▁,0.10945792738922845,█▍          ,nu-command,0.20.0,0.84.0
from xml,formats,144,4,0.03179915860171768,▁▁▁█▁▂▁▁▁▁▁▁▁▁▁,0.10921488679402523,█▎          ,nu-command,0.14.0,0.84.0
from nuon,formats,92,3,0.04114246513394113,▁▁▁▁▁▁▁▁▁▁█▁▁▁▁,0.10758452633394351,█▎          ,nu-command,0.60.0,0.84.0
split chars,strings,202,4,0.03077836619358117,▂▃▄▁▁▁▁▁▁▁▁█▁▁▁,0.10744762163494302,█▎          ,nu-command,0.17.0,0.84.0
enumerate,filters,357,5,0.023942787585554744,██▄▁▁▃▁▁▁▁▁▁█▁▁,0.10595376369210634,█▎          ,nu-command,0.75.0,0.84.0
wrap,filters,417,4,0.029307345108804294,▇█▇▁▁▃▁▁▁▁▁▁▁▁▁,0.10484851039567838,█▎          ,nu-command,0.11.0,0.84.0
str starts-with,strings,208,5,0.02275729618183054,▄▃▁▁▁▄▁▁▁▁█▁▃▁▁,0.10329739345910575,█▎          ,nu-command,0.18.1,0.84.0
dfr sort-by,lazyframe,469,3,0.03676386777968139,██▁▄▁▁▁▁▁▁▁▁▁▁▁,0.10169866570678815,█▎          ,nu-cmd-dataframe,0.63.0,0.84.0
split column,strings,231,4,0.02733539334599932,▂▂█▁▁▁▂▁▁▁▁▁▁▁▁,0.10125971234924931,█▎          ,nu-command,0.15.0,0.84.0
alias,core,172,5,0.021522945712475233,▃▂▆█▁▁▁▁▁▁▁▁▃▁▁,0.10045692660991652,█▎          ,nu-cmd-lang,0.13.0,0.84.0
collect,filters,131,5,0.021430861949530602,▁▁▂█▁▂▁▁▁▁▁▁▁▁▁,0.10024179882385924,█▎          ,nu-cmd-lang,0.33.0,0.84.0
str contains,strings,222,4,0.026788452030983186,▂▂▁▁▁█▁▁▁▁▁▁▁▁▁,0.10024156419156577,█▎          ,nu-command,0.18.1,0.84.0
values,filters,419,5,0.020849772569606462,▇█▃▁▁▁▂▁▁▁▁▁▂▁▁,0.09887345108406496,█▏          ,nu-command,0.74.0,0.84.0
clip,,148,2,0.05202301823850305,▁▁▁▁▁█▁▁▁▁▁▁▁▁▁,0.09877722026412357,█▏          ,nu-command,0.11.0,0.40.0
return,core,96,4,0.025630709091973066,▂▁▂▁▁▁▁▁▁▁▁▁█▁▁,0.09805152129506817,█▏          ,nu-cmd-lang,0.72.0,0.84.0
export,core,107,4,0.02552522111213857,▁▁▁█▁▁▄▁▁▁▁▁▁▁▁,0.09784953856366546,█▏          ,nu-cmd-lang,0.60.0,0.84.0
